Time,date,Year,Delma,RasGhanada,Saadiyat,AlAqah,Dibba,month,season,yearday
2003JUL19,19/7/03,2003,0.08,0.072,0.07,0.134,0.167,JUL,summer,200
2003JUL20,20/7/03,2003,0.083,0.066,0.084,0.131,0.14,JUL,summer,201
2003JUL21,21/7/03,2003,0.071,0.084,0.088,0.113,0.126,JUL,summer,202
2003JUL22,22/7/03,2003,0.061,0.102,0.107,0.122,0.142,JUL,summer,203
2003JUL23,23/7/03,2003,0.075,0.13,0.119,0.134,0.142,JUL,summer,204
2003JUL24,24/7/03,2003,0.034,0.097,0.11,0.044,0.044,JUL,summer,205
2003JUL25,25/7/03,2003,0.032,0.118,0.074,0.057,0.061,JUL,summer,206
2003JUL26,26/7/03,2003,0.053,0.172,0.143,0.098,0.099,JUL,summer,207
2003JUL27,27/7/03,2003,0.026,0.124,0.064,0.135,0.126,JUL,summer,208
2003JUL28,28/7/03,2003,0.025,0.125,0.063,0.096,0.099,JUL,summer,209
2003JUL29,29/7/03,2003,0.03,0.086,0.052,0.123,0.116,JUL,summer,210
2003JUL30,30/7/03,2003,0.08,0.166,0.102,0.112,0.12,JUL,summer,211
2003JUL31,31/7/03,2003,0.052,0.207,0.152,0.081,0.077,JUL,summer,212
2003AUG01,1/8/03,2003,0.032,0.084,0.036,0.114,0.107,AUG,summer,213
2003AUG02,2/8/03,2003,0.047,0.047,0.091,0.075,0.064,AUG,summer,214
2003AUG03,3/8/03,2003,0.104,0.121,0.17,0.048,0.054,AUG,summer,215
2003AUG04,4/8/03,2003,0.136,0.116,0.117,0.059,0.056,AUG,summer,216
2003AUG05,5/8/03,2003,0.087,0.131,0.134,0.054,0.048,AUG,summer,217
2003AUG06,6/8/03,2003,0.103,0.1,0.12,0.055,0.048,AUG,summer,218
2003AUG07,7/8/03,2003,0.065,0.114,0.122,0.025,0.026,AUG,summer,219
2003AUG08,8/8/03,2003,0.112,0.147,0.151,0.082,0.083,AUG,summer,220
2003AUG09,9/8/03,2003,0.132,0.145,0.151,0.094,0.086,AUG,summer,221
2003AUG10,10/8/03,2003,0.061,0.11,0.132,0.088,0.087,AUG,summer,222
2003AUG11,11/8/03,2003,0.139,0.102,0.123,0.086,0.096,AUG,summer,223
2003AUG12,12/8/03,2003,0.092,0.081,0.112,0.133,0.145,AUG,summer,224
2003AUG13,13/8/03,2003,0.094,0.098,0.11,0.15,0.164,AUG,summer,225
2003AUG14,14/8/03,2003,0.089,0.056,0.095,0.159,0.158,AUG,summer,226
2003AUG15,15/8/03,2003,0.093,0.036,0.081,0.178,0.17,AUG,summer,227
2003AUG16,16/8/03,2003,0.059,0.021,0.047,0.169,0.155,AUG,summer,228
2003AUG17,17/8/03,2003,0.056,0.023,0.071,0.148,0.144,AUG,summer,229
2003AUG18,18/8/03,2003,0.053,0.043,0.02,0.13,0.126,AUG,summer,230
2003AUG19,19/8/03,2003,0.065,0.036,0.016,0.061,0.053,AUG,summer,231
2003AUG20,20/8/03,2003,0.077,0.029,0.068,0.039,0.033,AUG,summer,232
2003AUG21,21/8/03,2003,0.085,0.059,0.083,0.045,0.058,AUG,summer,233
2003AUG22,22/8/03,2003,0.079,0.08,0.089,0.046,0.037,AUG,summer,234
2003AUG23,23/8/03,2003,0.098,0.093,0.121,0.057,0.063,AUG,summer,235
2003AUG24,24/8/03,2003,0.091,0.065,0.105,0.074,0.077,AUG,summer,236
2003AUG25,25/8/03,2003,0.063,0.012,0.074,0.075,0.072,AUG,summer,237
2003AUG26,26/8/03,2003,0.042,0.033,0.046,0.064,0.055,AUG,summer,238
2003AUG27,27/8/03,2003,0.051,0.1,0.057,0.085,0.073,AUG,summer,239
2003AUG28,28/8/03,2003,0.083,0.068,0.121,0.091,0.076,AUG,summer,240
2003AUG29,29/8/03,2003,0.075,0.047,0.073,0.093,0.089,AUG,summer,241
2003AUG30,30/8/03,2003,0.014,0.044,0.046,0.094,0.101,AUG,summer,242
2003AUG31,31/8/03,2003,0.027,0.05,0.026,0.161,0.177,AUG,summer,243
2003SEP01,1/9/03,2003,0.049,0.034,0.057,0.213,0.196,SEP,fall,244
2003SEP02,2/9/03,2003,0.056,0.072,0.101,0.157,0.146,SEP,fall,245
2003SEP03,3/9/03,2003,0.076,0.031,0.07,0.12,0.097,SEP,fall,246
2003SEP04,4/9/03,2003,0.054,0.053,0.065,0.179,0.142,SEP,fall,247
2003SEP05,5/9/03,2003,0.104,0.098,0.124,0.141,0.109,SEP,fall,248
2003SEP06,6/9/03,2003,0.082,0.072,0.093,0.067,0.052,SEP,fall,249
2003SEP07,7/9/03,2003,0.048,0.034,0.062,0.036,0.026,SEP,fall,250
2003SEP08,8/9/03,2003,0.018,0.055,0.03,0.044,0.038,SEP,fall,251
2003SEP09,9/9/03,2003,0.042,0.082,0.01,0.054,0.034,SEP,fall,252
2003SEP10,10/9/03,2003,0.039,0.036,0.015,0.089,0.057,SEP,fall,253
2003SEP11,11/9/03,2003,0.052,0.053,0.088,0.068,0.046,SEP,fall,254
2003SEP12,12/9/03,2003,0.037,0.053,0.078,0.061,0.037,SEP,fall,255
2003SEP13,13/9/03,2003,0.033,0.025,0.035,0.086,0.064,SEP,fall,256
2003SEP14,14/9/03,2003,0.047,0.033,0.061,0.057,0.048,SEP,fall,257
2003SEP15,15/9/03,2003,0.03,0.08,0.084,0.063,0.063,SEP,fall,258
2003SEP16,16/9/03,2003,0.036,0.091,0.106,0.03,0.034,SEP,fall,259
2003SEP17,17/9/03,2003,0.074,0.052,0.079,0.052,0.052,SEP,fall,260
2003SEP18,18/9/03,2003,0.051,0.007,0.046,0.074,0.069,SEP,fall,261
2003SEP19,19/9/03,2003,0.022,0.023,0.029,0.087,0.073,SEP,fall,262
2003SEP20,20/9/03,2003,0.057,0.083,0.02,0.048,0.036,SEP,fall,263
2003SEP21,21/9/03,2003,0.064,0.108,0.054,0.059,0.041,SEP,fall,264
2003SEP22,22/9/03,2003,0.076,0.028,0.088,0.064,0.06,SEP,fall,265
2003SEP23,23/9/03,2003,0.071,0.056,0.11,0.056,0.045,SEP,fall,266
2003SEP24,24/9/03,2003,0.067,0.011,0.07,0.09,0.068,SEP,fall,267
2003SEP25,25/9/03,2003,0.057,0.069,0.117,0.04,0.03,SEP,fall,268
2003SEP26,26/9/03,2003,0.077,0.056,0.098,0.054,0.036,SEP,fall,269
2003SEP27,27/9/03,2003,0.068,0.065,0.11,0.046,0.031,SEP,fall,270
2003SEP28,28/9/03,2003,0.057,0.057,0.109,0.152,0.126,SEP,fall,271
2003SEP29,29/9/03,2003,0.035,0.027,0.067,0.093,0.066,SEP,fall,272
2003SEP30,30/9/03,2003,0.051,0.06,0.113,0.051,0.035,SEP,fall,273
2003OCT01,1/10/03,2003,0.067,0.048,0.101,0.05,0.036,OCT,fall,274
2003OCT02,2/10/03,2003,0.096,0.086,0.134,0.047,0.045,OCT,fall,275
2003OCT03,3/10/03,2003,0.126,0.105,0.14,0.053,0.039,OCT,fall,276
2003OCT04,4/10/03,2003,0.078,0.076,0.096,0.086,0.054,OCT,fall,277
2003OCT05,5/10/03,2003,0.024,0.068,0.1,0.105,0.06,OCT,fall,278
2003OCT06,6/10/03,2003,0.064,0.118,0.052,0.064,0.039,OCT,fall,279
2003OCT07,7/10/03,2003,0.063,0.179,0.071,0.069,0.047,OCT,fall,280
2003OCT08,8/10/03,2003,0.029,0.076,0.042,0.081,0.077,OCT,fall,281
2003OCT09,9/10/03,2003,0.068,0.098,0.121,0.056,0.035,OCT,fall,282
2003OCT10,10/10/03,2003,0.07,0.077,0.083,0.092,0.075,OCT,fall,283
2003OCT11,11/10/03,2003,0.08,0.066,0.094,0.12,0.093,OCT,fall,284
2003OCT12,12/10/03,2003,0.057,0.047,0.064,0.102,0.1,OCT,fall,285
2003OCT13,13/10/03,2003,0.06,0.086,0.091,0.098,0.087,OCT,fall,286
2003OCT14,14/10/03,2003,0.111,0.129,0.148,0.124,0.091,OCT,fall,287
2003OCT15,15/10/03,2003,0.097,0.116,0.106,0.162,0.111,OCT,fall,288
2003OCT16,16/10/03,2003,0.091,0.079,0.107,0.241,0.183,OCT,fall,289
2003OCT17,17/10/03,2003,0.064,0.06,0.099,0.203,0.15,OCT,fall,290
2003OCT18,18/10/03,2003,0.074,0.096,0.118,0.143,0.102,OCT,fall,291
2003OCT19,19/10/03,2003,0.063,0.051,0.099,0.135,0.097,OCT,fall,292
2003OCT20,20/10/03,2003,0.044,0.036,0.076,0.119,0.081,OCT,fall,293
2003OCT21,21/10/03,2003,0.034,0.024,0.061,0.152,0.116,OCT,fall,294
2003OCT22,22/10/03,2003,0.048,0.038,0.04,0.151,0.107,OCT,fall,295
2003OCT23,23/10/03,2003,0.016,0.096,0.065,0.115,0.074,OCT,fall,296
2003OCT24,24/10/03,2003,0.009,0.024,0.02,0.03,0.024,OCT,fall,297
2003OCT25,25/10/03,2003,0.064,0.084,0.084,0.052,0.044,OCT,fall,298
2003OCT26,26/10/03,2003,0.072,0.155,0.121,0.081,0.069,OCT,fall,299
2003OCT27,27/10/03,2003,0.065,0.17,0.148,0.023,0.026,OCT,fall,300
2003OCT28,28/10/03,2003,0.113,0.175,0.157,0.074,0.073,OCT,fall,301
2003OCT29,29/10/03,2003,0.104,0.144,0.131,0.113,0.134,OCT,fall,302
2003OCT30,30/10/03,2003,0.109,0.136,0.139,0.131,0.128,OCT,fall,303
2003OCT31,31/10/03,2003,0.049,0.087,0.116,0.079,0.064,OCT,fall,304
2003NOV01,1/11/03,2003,0.098,0.117,0.056,0.076,0.049,NOV,fall,305
2003NOV02,2/11/03,2003,0.106,0.232,0.149,0.083,0.05,NOV,fall,306
2003NOV03,3/11/03,2003,0.084,0.193,0.129,0.15,0.12,NOV,fall,307
2003NOV04,4/11/03,2003,0.032,0.153,0.096,0.081,0.047,NOV,fall,308
2003NOV05,5/11/03,2003,0.032,0.102,0.045,0.033,0.025,NOV,fall,309
2003NOV06,6/11/03,2003,0.016,0.026,0.026,0.053,0.035,NOV,fall,310
2003NOV07,7/11/03,2003,0.024,0.015,0.007,0.045,0.026,NOV,fall,311
2003NOV08,8/11/03,2003,0.046,0.002,0.028,0.071,0.038,NOV,fall,312
2003NOV09,9/11/03,2003,0.085,0.122,0.112,0.118,0.102,NOV,fall,313
2003NOV10,10/11/03,2003,0.101,0.123,0.065,0.172,0.165,NOV,fall,314
2003NOV11,11/11/03,2003,0.096,0.203,0.139,0.149,0.127,NOV,fall,315
2003NOV12,12/11/03,2003,0.056,0.119,0.087,0.098,0.057,NOV,fall,316
2003NOV13,13/11/03,2003,0.038,0.065,0.053,0.111,0.086,NOV,fall,317
2003NOV14,14/11/03,2003,0.054,0.129,0.121,0.104,0.072,NOV,fall,318
2003NOV15,15/11/03,2003,0.038,0.148,0.104,0.103,0.079,NOV,fall,319
2003NOV16,16/11/03,2003,0.06,0.193,0.106,0.07,0.038,NOV,fall,320
2003NOV17,17/11/03,2003,0.058,0.208,0.144,0.053,0.023,NOV,fall,321
2003NOV18,18/11/03,2003,0.096,0.186,0.113,0.1,0.142,NOV,fall,322
2003NOV19,19/11/03,2003,0.043,0.144,0.075,0.076,0.059,NOV,fall,323
2003NOV20,20/11/03,2003,0.034,0.042,0.011,0.033,0.035,NOV,fall,324
2003NOV21,21/11/03,2003,0.062,0.086,0.09,0.167,0.153,NOV,fall,325
2003NOV22,22/11/03,2003,0.064,0.119,0.094,0.07,0.066,NOV,fall,326
2003NOV23,23/11/03,2003,0.074,0.15,0.081,0.082,0.087,NOV,fall,327
2003NOV24,24/11/03,2003,0.037,0.059,0.074,0.246,0.268,NOV,fall,328
2003NOV25,25/11/03,2003,0.053,0.195,0.095,0.192,0.209,NOV,fall,329
2003NOV26,26/11/03,2003,0.06,0.183,0.129,0.111,0.138,NOV,fall,330
2003NOV27,27/11/03,2003,0.06,0.166,0.13,0.152,0.166,NOV,fall,331
2003NOV28,28/11/03,2003,0.033,0.065,0.051,0.167,0.183,NOV,fall,332
2003NOV29,29/11/03,2003,0.063,0.097,0.098,0.198,0.234,NOV,fall,333
2003NOV30,30/11/03,2003,0.077,0.124,0.083,0.194,0.223,NOV,fall,334
2003DEC01,1/12/03,2003,0.089,0.158,0.127,0.18,0.198,DEC,winter,335
2003DEC02,2/12/03,2003,0.104,0.141,0.102,0.221,0.222,DEC,winter,336
2003DEC03,3/12/03,2003,0.065,0.135,0.097,0.206,0.207,DEC,winter,337
2003DEC04,4/12/03,2003,0.123,0.192,0.141,0.184,0.171,DEC,winter,338
2003DEC05,5/12/03,2003,0.141,0.269,0.183,0.173,0.152,DEC,winter,339
2003DEC06,6/12/03,2003,0.131,0.126,0.083,0.263,0.26,DEC,winter,340
2003DEC07,7/12/03,2003,0.069,0.108,0.146,0.207,0.206,DEC,winter,341
2003DEC08,8/12/03,2003,0.098,0.177,0.143,0.128,0.125,DEC,winter,342
2003DEC09,9/12/03,2003,0.116,0.196,0.156,0.188,0.17,DEC,winter,343
2003DEC10,10/12/03,2003,0.085,0.197,0.159,0.195,0.175,DEC,winter,344
2003DEC11,11/12/03,2003,0.019,0.16,0.074,0.132,0.106,DEC,winter,345
2003DEC12,12/12/03,2003,0.111,0.15,0.093,0.086,0.073,DEC,winter,346
2003DEC13,13/12/03,2003,0.036,0.113,0.032,0.186,0.185,DEC,winter,347
2003DEC14,14/12/03,2003,0.014,0.162,0.114,0.059,0.038,DEC,winter,348
2003DEC15,15/12/03,2003,0.068,0.201,0.149,0.031,0.04,DEC,winter,349
2003DEC16,16/12/03,2003,0.045,0.171,0.129,0.035,0.03,DEC,winter,350
2003DEC17,17/12/03,2003,0.018,0.058,0.042,0.052,0.05,DEC,winter,351
2003DEC18,18/12/03,2003,0.041,0.093,0.054,0.044,0.026,DEC,winter,352
2003DEC19,19/12/03,2003,0.067,0.148,0.085,0.059,0.015,DEC,winter,353
2003DEC20,20/12/03,2003,0.084,0.184,0.113,0.072,0.052,DEC,winter,354
2003DEC21,21/12/03,2003,0.015,0.164,0.096,0.009,0.039,DEC,winter,355
2003DEC22,22/12/03,2003,0.067,0.047,0.026,0.07,0.036,DEC,winter,356
2003DEC23,23/12/03,2003,0.079,0.1,0.092,0.061,0.028,DEC,winter,357
2003DEC24,24/12/03,2003,0.043,0.019,0.04,0.042,0.095,DEC,winter,358
2003DEC25,25/12/03,2003,0.071,0.103,0.113,0.032,0.026,DEC,winter,359
2003DEC26,26/12/03,2003,0.127,0.205,0.16,0.073,0.118,DEC,winter,360
2003DEC27,27/12/03,2003,0.01,0.065,0.01,0.235,0.255,DEC,winter,361
2003DEC28,28/12/03,2003,0.033,0.062,0.023,0.165,0.176,DEC,winter,362
2003DEC29,29/12/03,2003,0.052,0.144,0.067,0.083,0.098,DEC,winter,363
2003DEC30,30/12/03,2003,0.031,0.116,0.059,0.058,0.077,DEC,winter,364
2003DEC31,31/12/03,2003,0.118,0.085,0.101,0.082,0.105,DEC,winter,365
2004JAN01,1/1/04,2004,0.072,0.146,0.105,0.098,0.11,JAN,winter,1
2004JAN02,2/1/04,2004,0.051,0.054,0.046,0.228,0.234,JAN,winter,2
2004JAN03,3/1/04,2004,0.094,0.116,0.086,0.159,0.191,JAN,winter,3
2004JAN04,4/1/04,2004,0.044,0.164,0.087,0.121,0.158,JAN,winter,4
2004JAN05,5/1/04,2004,0.04,0.112,0.048,0.077,0.097,JAN,winter,5
2004JAN06,6/1/04,2004,0.073,0.126,0.061,0.079,0.081,JAN,winter,6
2004JAN07,7/1/04,2004,0.059,0.178,0.08,0.183,0.175,JAN,winter,7
2004JAN08,8/1/04,2004,0.141,0.154,0.11,0.197,0.199,JAN,winter,8
2004JAN09,9/1/04,2004,0.054,0.111,0.047,0.113,0.14,JAN,winter,9
2004JAN10,10/1/04,2004,0.111,0.178,0.116,0.112,0.121,JAN,winter,10
2004JAN11,11/1/04,2004,0.111,0.177,0.112,0.12,0.127,JAN,winter,11
2004JAN12,12/1/04,2004,0.114,0.15,0.082,0.081,0.07,JAN,winter,12
2004JAN13,13/1/04,2004,0.131,0.188,0.133,0.076,0.077,JAN,winter,13
2004JAN14,14/1/04,2004,0.062,0.139,0.074,0.118,0.12,JAN,winter,14
2004JAN15,15/1/04,2004,0.076,0.067,0.013,0.133,0.141,JAN,winter,15
2004JAN16,16/1/04,2004,0.016,0.082,0.074,0.062,0.073,JAN,winter,16
2004JAN17,17/1/04,2004,0.028,0.07,0.036,0.098,0.106,JAN,winter,17
2004JAN18,18/1/04,2004,0.026,0.147,0.123,0.13,0.134,JAN,winter,18
2004JAN19,19/1/04,2004,0.065,0.129,0.087,0.106,0.099,JAN,winter,19
2004JAN20,20/1/04,2004,0.13,0.24,0.161,0.061,0.05,JAN,winter,20
2004JAN21,21/1/04,2004,0.133,0.233,0.169,0.108,0.11,JAN,winter,21
2004JAN22,22/1/04,2004,0.069,0.116,0.114,0.085,0.081,JAN,winter,22
2004JAN23,23/1/04,2004,0.053,0.023,0.02,0.066,0.051,JAN,winter,23
2004JAN24,24/1/04,2004,0.126,0.127,0.057,0.087,0.077,JAN,winter,24
2004JAN25,25/1/04,2004,0.057,0.195,0.103,0.088,0.075,JAN,winter,25
2004JAN26,26/1/04,2004,0.079,0.147,0.07,0.125,0.135,JAN,winter,26
2004JAN27,27/1/04,2004,0.03,0.088,0.037,0.188,0.196,JAN,winter,27
2004JAN28,28/1/04,2004,0.047,0.144,0.085,0.052,0.07,JAN,winter,28
2004JAN29,29/1/04,2004,0.08,0.307,0.189,0.076,0.096,JAN,winter,29
2004JAN30,30/1/04,2004,0.07,0.131,0.114,0.106,0.118,JAN,winter,30
2004JAN31,31/1/04,2004,0.046,0.053,0.063,0.024,0.005,JAN,winter,31
2004FEB01,1/2/04,2004,0.055,0.062,0.059,0.05,0.059,FEB,winter,32
2004FEB02,2/2/04,2004,0.094,0.134,0.095,0.047,0.073,FEB,winter,33
2004FEB03,3/2/04,2004,0.063,0.132,0.057,0.094,0.143,FEB,winter,34
2004FEB04,4/2/04,2004,0.044,0.107,0.046,0.027,0.068,FEB,winter,35
2004FEB05,5/2/04,2004,0.023,0.058,0.03,0.076,0.119,FEB,winter,36
2004FEB06,6/2/04,2004,0.069,0.116,0.068,0.107,0.133,FEB,winter,37
2004FEB07,7/2/04,2004,0.178,0.042,0.03,0.168,0.197,FEB,winter,38
2004FEB08,8/2/04,2004,0.163,0.286,0.223,0.07,0.119,FEB,winter,39
2004FEB09,9/2/04,2004,0.144,0.21,0.165,0.217,0.249,FEB,winter,40
2004FEB10,10/2/04,2004,0.113,0.19,0.154,0.19,0.201,FEB,winter,41
2004FEB11,11/2/04,2004,0.084,0.089,0.057,0.097,0.112,FEB,winter,42
2004FEB12,12/2/04,2004,0.063,0.083,0.078,0.144,0.188,FEB,winter,43
2004FEB13,13/2/04,2004,0.06,0.099,0.066,0.1,0.128,FEB,winter,44
2004FEB14,14/2/04,2004,0.072,0.134,0.078,0.067,0.088,FEB,winter,45
2004FEB15,15/2/04,2004,0.08,0.163,0.095,0.152,0.177,FEB,winter,46
2004FEB16,16/2/04,2004,0.211,0.039,0.143,0.158,0.184,FEB,winter,47
2004FEB17,17/2/04,2004,0.119,0.26,0.198,0.174,0.22,FEB,winter,48
2004FEB18,18/2/04,2004,0.126,0.214,0.165,0.276,0.298,FEB,winter,49
2004FEB19,19/2/04,2004,0.073,0.121,0.081,0.239,0.258,FEB,winter,50
2004FEB20,20/2/04,2004,0.059,0.017,0.017,0.176,0.192,FEB,winter,51
2004FEB21,21/2/04,2004,0.086,0.017,0.051,0.164,0.188,FEB,winter,52
2004FEB22,22/2/04,2004,0.078,0.079,0.068,0.196,0.177,FEB,winter,53
2004FEB23,23/2/04,2004,0.081,0.064,0.056,0.231,0.205,FEB,winter,54
2004FEB24,24/2/04,2004,0.185,0.126,0.154,0.118,0.1,FEB,winter,55
2004FEB25,25/2/04,2004,0.149,0.235,0.185,0.167,0.177,FEB,winter,56
2004FEB26,26/2/04,2004,0.194,0.316,0.248,0.2,0.213,FEB,winter,57
2004FEB27,27/2/04,2004,0.123,0.218,0.17,0.228,0.227,FEB,winter,58
2004FEB28,28/2/04,2004,0.092,0.161,0.124,0.2,0.187,FEB,winter,59
2004FEB29,29/2/04,2004,0.099,0.172,0.128,0.107,0.113,FEB,winter,60
2004MAR01,1/3/04,2004,0.054,0.067,0.067,0.145,0.135,MAR,spring,61
2004MAR02,2/3/04,2004,0.027,0.071,0.068,0.133,0.126,MAR,spring,62
2004MAR03,3/3/04,2004,0.019,0.04,0.049,0.114,0.108,MAR,spring,63
2004MAR04,4/3/04,2004,0.015,0.038,0.046,0.121,0.112,MAR,spring,64
2004MAR05,5/3/04,2004,0.046,0.009,0.016,0.051,0.044,MAR,spring,65
2004MAR06,6/3/04,2004,0.087,0.087,0.05,0.134,0.118,MAR,spring,66
2004MAR07,7/3/04,2004,0.051,0.106,0.057,0.086,0.071,MAR,spring,67
2004MAR08,8/3/04,2004,0.05,0.077,0.057,0.052,0.067,MAR,spring,68
2004MAR09,9/3/04,2004,0.016,0.067,0.072,0.043,0.03,MAR,spring,69
2004MAR10,10/3/04,2004,0.056,0.146,0.134,0.057,0.043,MAR,spring,70
2004MAR11,11/3/04,2004,0.064,0.14,0.119,0.039,0.03,MAR,spring,71
2004MAR12,12/3/04,2004,0.052,0.136,0.107,0.056,0.053,MAR,spring,72
2004MAR13,13/3/04,2004,0.101,0.051,0.042,0.033,0.015,MAR,spring,73
2004MAR14,14/3/04,2004,0.116,0.077,0.08,0.062,0.094,MAR,spring,74
2004MAR15,15/3/04,2004,0.085,0.149,0.166,0.145,0.148,MAR,spring,75
2004MAR16,16/3/04,2004,0.112,0.282,0.206,0.126,0.145,MAR,spring,76
2004MAR17,17/3/04,2004,0.066,0.184,0.121,0.07,0.137,MAR,spring,77
2004MAR18,18/3/04,2004,0.031,0.081,0.047,0.177,0.228,MAR,spring,78
2004MAR19,19/3/04,2004,0.038,0.015,0.028,0.211,0.218,MAR,spring,79
2004MAR20,20/3/04,2004,0.035,0.084,0.05,0.198,0.228,MAR,spring,80
2004MAR21,21/3/04,2004,0.084,0.204,0.163,0.037,0.08,MAR,spring,81
2004MAR22,22/3/04,2004,0.151,0.299,0.212,0.132,0.186,MAR,spring,82
2004MAR23,23/3/04,2004,0.099,0.183,0.138,0.195,0.213,MAR,spring,83
2004MAR24,24/3/04,2004,0.053,0.07,0.053,0.146,0.152,MAR,spring,84
2004MAR25,25/3/04,2004,0.02,0.051,0.042,0.067,0.069,MAR,spring,85
2004MAR26,26/3/04,2004,0.05,0.052,0.03,0.129,0.133,MAR,spring,86
2004MAR27,27/3/04,2004,0.052,0.054,0.049,0.17,0.15,MAR,spring,87
2004MAR28,28/3/04,2004,0.052,0.037,0.028,0.115,0.09,MAR,spring,88
2004MAR29,29/3/04,2004,0.027,0.026,0.028,0.079,0.068,MAR,spring,89
2004MAR30,30/3/04,2004,0.047,0.037,0.035,0.101,0.098,MAR,spring,90
2004MAR31,31/3/04,2004,0.052,0.056,0.041,0.126,0.127,MAR,spring,91
2004APR01,1/4/04,2004,0.131,0.065,0.058,0.237,0.176,APR,spring,92
2004APR02,2/4/04,2004,0.077,0.121,0.081,0.095,0.083,APR,spring,93
2004APR03,3/4/04,2004,0.057,0.018,0.029,0.028,0.032,APR,spring,94
2004APR04,4/4/04,2004,0.11,0.135,0.09,0.034,0.052,APR,spring,95
2004APR05,5/4/04,2004,0.092,0.145,0.076,0.034,0.051,APR,spring,96
2004APR06,6/4/04,2004,0.114,0.044,0.091,0.108,0.089,APR,spring,97
2004APR07,7/4/04,2004,0.119,0.118,0.091,0.088,0.041,APR,spring,98
2004APR08,8/4/04,2004,0.012,0.042,0.023,0.124,0.151,APR,spring,99
2004APR09,9/4/04,2004,0.039,0.056,0.036,0.106,0.096,APR,spring,100
2004APR10,10/4/04,2004,0.099,0.044,0.033,0.058,0.043,APR,spring,101
2004APR11,11/4/04,2004,0.079,0.12,0.1,0.15,0.131,APR,spring,102
2004APR12,12/4/04,2004,0.071,0.106,0.094,0.09,0.084,APR,spring,103
2004APR13,13/4/04,2004,0.026,0.063,0.047,0.087,0.081,APR,spring,104
2004APR14,14/4/04,2004,0.067,0.028,0.034,0.093,0.091,APR,spring,105
2004APR15,15/4/04,2004,0.023,0.034,0.031,0.145,0.139,APR,spring,106
2004APR16,16/4/04,2004,0.05,0.008,0.026,0.23,0.221,APR,spring,107
2004APR17,17/4/04,2004,0.11,0.107,0.034,0.237,0.202,APR,spring,108
2004APR18,18/4/04,2004,0.126,0.23,0.135,0.147,0.119,APR,spring,109
2004APR19,19/4/04,2004,0.109,0.163,0.139,0.133,0.139,APR,spring,110
2004APR20,20/4/04,2004,0.072,0.075,0.061,0.224,0.209,APR,spring,111
2004APR21,21/4/04,2004,0.078,0.157,0.088,0.226,0.197,APR,spring,112
2004APR22,22/4/04,2004,0.015,0.046,0.054,0.073,0.084,APR,spring,113
2004APR23,23/4/04,2004,0.046,0.069,0.009,0.113,0.129,APR,spring,114
2004APR24,24/4/04,2004,0.093,0.156,0.068,0.21,0.2,APR,spring,115
2004APR25,25/4/04,2004,0.112,0.046,0.098,0.126,0.095,APR,spring,116
2004APR26,26/4/04,2004,0.034,0.106,0.07,0.069,0.061,APR,spring,117
2004APR27,27/4/04,2004,0.026,0.031,0.058,0.081,0.078,APR,spring,118
2004APR28,28/4/04,2004,0.028,0.077,0.061,0.124,0.108,APR,spring,119
2004APR29,29/4/04,2004,0.039,0.185,0.111,0.052,0.019,APR,spring,120
2004APR30,30/4/04,2004,0.03,0.044,0.02,0.129,0.162,APR,spring,121
2004MAY01,1/5/04,2004,0.071,0.077,0.089,0.136,0.114,MAY,spring,122
2004MAY02,2/5/04,2004,0.055,0.069,0.049,0.046,0.021,MAY,spring,123
2004MAY03,3/5/04,2004,0.079,0.142,0.11,0.062,0.071,MAY,spring,124
2004MAY04,4/5/04,2004,0.077,0.173,0.101,0.09,0.121,MAY,spring,125
2004MAY05,5/5/04,2004,0.082,0.137,0.068,0.096,0.091,MAY,spring,126
2004MAY06,6/5/04,2004,0.031,0.044,0.053,0.052,0.051,MAY,spring,127
2004MAY07,7/5/04,2004,0.086,0.217,0.168,0.009,0.018,MAY,spring,128
2004MAY08,8/5/04,2004,0.056,0.142,0.116,0.163,0.162,MAY,spring,129
2004MAY09,9/5/04,2004,0.039,0.11,0.063,0.1,0.095,MAY,spring,130
2004MAY10,10/5/04,2004,0.053,0.05,0.009,0.101,0.119,MAY,spring,131
2004MAY11,11/5/04,2004,0.03,0.06,0.038,0.143,0.147,MAY,spring,132
2004MAY12,12/5/04,2004,0.072,0.021,0.022,0.225,0.211,MAY,spring,133
2004MAY13,13/5/04,2004,0.107,0.106,0.084,0.228,0.209,MAY,spring,134
2004MAY14,14/5/04,2004,0.069,0.131,0.142,0.11,0.092,MAY,spring,135
2004MAY15,15/5/04,2004,0.134,0.226,0.159,0.048,0.048,MAY,spring,136
2004MAY16,16/5/04,2004,0.063,0.066,0.03,0.219,0.2,MAY,spring,137
2004MAY17,17/5/04,2004,0.017,0.064,0.057,0.153,0.093,MAY,spring,138
2004MAY18,18/5/04,2004,0.027,0.102,0.073,0.107,0.11,MAY,spring,139
2004MAY19,19/5/04,2004,0.092,0.294,0.234,0.081,0.057,MAY,spring,140
2004MAY20,20/5/04,2004,0.153,0.234,0.197,0.114,0.093,MAY,spring,141
2004MAY21,21/5/04,2004,0.11,0.161,0.115,0.124,0.101,MAY,spring,142
2004MAY22,22/5/04,2004,0.048,0.045,0.051,0.051,0.038,MAY,spring,143
2004MAY23,23/5/04,2004,0.029,0.022,0.007,0.053,0.058,MAY,spring,144
2004MAY24,24/5/04,2004,0.075,0.153,0.101,0.082,0.071,MAY,spring,145
